Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Percentage_Diff,Quarterly Period
1/88 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8011,3,1,2.0,508.0,110.0,1930.0,575.0,2023-07-11,15.0,False,460000,-0.4329004329004329,2023Q3
86 HALSWELL JUNCTION ROAD ,"HALSWELL, CHRISTCHURCH",8025,3,1,2.0,607.0,125.0,2000.0,625.0,2023-07-11,7.0,False,610000,2.1645021645021645,2023Q3
14 BOWMORE LANE ,"BROOMFIELD, CHRISTCHURCH",8042,3,2,2.0,344.0,169.0,2013.0,520.0,2023-07-11,7.0,False,750000,4.072398190045249,2023Q3
3/123 CLARENCE STREET,"RICCARTON, CHRISTCHURCH",8011,2,1,1.0,508.0,94.0,1970.0,550.0,2023-07-11,7.0,False,455000,9.45273631840796,2023Q3
341 GREERS ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,1,2.0,814.0,110.0,1950.0,470.0,2023-07-11,7.0,False,620000,11.11111111111111,2023Q3
2/10 HUME STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,508.0,60.0,1990.0,465.0,2023-07-11,7.0,False,455000,-5.05050505050505,2023Q3
31 ALEXANDRA STREET,"RICHMOND, CHRISTCHURCH",8013,2,1,1.0,508.0,80.0,1950.0,450.0,2023-07-11,7.0,False,510000,-4.615384615384616,2023Q3
4/519 SAINT ASAPH STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,1,1.0,508.0,60.0,1975.0,450.0,2023-07-11,7.0,False,310000,-7.6923076923076925,2023Q3
3B MCLEOD STREET,"RICHMOND, CHRISTCHURCH",8013,2,3,1.0,154.0,136.0,2021.0,545.0,2023-07-11,7.0,False,645000,-7.6923076923076925,2023Q3
28 NEWBRIDGE PLACE ,"ILAM, CHRISTCHURCH",8041,4,1,2.0,607.0,151.0,1960.0,720.0,2023-07-11,7.0,False,840000,14.285714285714285,2023Q3
27 EDWIN EBBETT PLACE ,"WIGRAM, CHRISTCHURCH",8025,3,2,2.0,457.0,163.0,2018.0,675.0,2023-07-11,7.0,False,890000,7.296137339055794,2023Q3
29 SHARMAN PLACE ,"WIGRAM, CHRISTCHURCH",8042,3,2,1.0,453.0,112.0,2017.0,575.0,2023-07-11,7.0,False,730000,-1.2875536480686696,2023Q3
44 GLOVERS ROAD ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,469.0,160.0,2023.0,750.0,2023-07-11,2.0,False,840000,8.270676691729323,2023Q3
332A CLYDE ROAD ,"BRYNDWR, CHRISTCHURCH",8053,3,2,2.0,546.0,135.0,2000.0,580.0,2023-07-11,7.0,False,700000,-0.8547008547008548,2023Q3
152 PENRUDDOCK RISE ,"WESTMORLAND, CHRISTCHURCH",8025,3,2,2.0,893.0,280.0,2016.0,895.0,2023-07-12,49.0,False,1325000,-1.694915254237288,2023Q3
36I SOUTHAMPTON STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,1,1.0,508.0,123.0,2000.0,600.0,2023-07-12,15.0,False,600000,0.8403361344537815,2023Q3
33 NORWOOD STREET ,"BECKENHAM, CHRISTCHURCH",8023,5,2,1.0,736.0,206.0,1915.0,740.0,2023-07-12,7.0,False,1120000,2.422145328719723,2023Q3
9 FIELD TERRACE ,"UPPER RICCARTON, CHRISTCHURCH",8041,4,1,1.0,506.0,178.0,2010.0,575.0,2023-07-12,7.0,False,940000,8.270676691729323,2023Q3
4/112 PURCHAS STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,131.0,78.0,2021.0,550.0,2023-07-12,7.0,False,630000,8.45771144278607,2023Q3
1/43 FENDALTON ROAD,"FENDALTON, CHRISTCHURCH",8014,2,1,1.0,508.0,80.0,1960.0,495.0,2023-07-12,7.0,False,660000,8.45771144278607,2023Q3
18 NACELLE ROAD ,"WIGRAM, CHRISTCHURCH",8042,3,1,2.0,314.0,117.0,2015.0,650.0,2023-07-12,7.0,False,690000,9.243697478991598,2023Q3
7 RUSBATCH LANE ,"BELFAST, CHRISTCHURCH",8051,3,2,2.0,455.0,153.0,2023.0,640.0,2023-07-12,7.0,False,730000,7.563025210084033,2023Q3
16 HINEMOA STREET ,"SPREYDON, CHRISTCHURCH",8024,3,2,2.0,362.0,149.0,2010.0,645.0,2023-07-12,7.0,False,710000,5.3061224489795915,2023Q3
31A KOTARE STREET ,"FENDALTON, CHRISTCHURCH",8041,4,2,1.0,711.0,180.0,1975.0,750.0,2023-07-12,7.0,False,1380000,6.382978723404255,2023Q3
2/519 SAINT ASAPH STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,1,1.0,508.0,60.0,1975.0,385.0,2023-07-12,7.0,False,310000,0.0,2023Q3
3/112 POULSON STREET ,"ADDINGTON, CHRISTCHURCH",8024,3,1,2.0,508.0,120.0,1990.0,560.0,2023-07-12,16.0,False,275000,4.489795918367347,2023Q3
21B WESTENRA TERRACE ,"CASHMERE, CHRISTCHURCH",8022,5,2,2.0,821.0,240.0,1975.0,880.0,2023-07-13,7.0,False,1150000,1.023890784982935,2023Q3
3/89 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,1,2.0,508.0,130.0,1995.0,650.0,2023-07-13,86.0,False,680000,1.9762845849802373,2023Q3
92 CLYDE ROAD ,"ILAM, CHRISTCHURCH",8041,8,3,2.0,614.0,320.0,1970.0,575.0,2023-07-13,7.0,False,1320000,0.0,2023Q3
5/26 GRASSMERE STREET,"PAPANUI, CHRISTCHURCH",8052,2,1,1.0,134.0,67.0,2023.0,530.0,2023-07-13,17.0,False,600000,-3.414634146341464,2023Q3
2A BEECHWORTH AVENUE,"SOMERFIELD, CHRISTCHURCH",8024,2,1,1.0,508.0,112.0,1970.0,450.0,2023-07-13,7.0,False,460000,-6.7357512953367875,2023Q3
1/54A BOWENVALE AVENUE,"CASHMERE, CHRISTCHURCH",8022,2,1,1.0,508.0,110.0,1985.0,520.0,2023-07-13,7.0,False,545000,7.772020725388601,2023Q3
11 CENTENNIAL AVENUE ,"RICCARTON, CHRISTCHURCH",8041,4,1,1.0,330.0,110.0,1940.0,680.0,2023-07-13,7.0,False,570000,-2.857142857142857,2023Q3
2/89 AORANGI ROAD,"BRYNDWR, CHRISTCHURCH",8053,2,1,2.0,508.0,150.0,1990.0,530.0,2023-07-13,2.0,False,640000,7.772020725388601,2023Q3
4 THOMAS STREET,"LINWOOD, CHRISTCHURCH",8062,2,1,2.0,637.0,94.0,1940.0,550.0,2023-07-13,7.0,False,485000,4.433497536945813,2023Q3
48 KENT LODGE AVENUE ,"AVONHEAD, CHRISTCHURCH",8042,4,1,2.0,607.0,170.0,1975.0,575.0,2023-07-13,7.0,False,750000,4.615384615384616,2023Q3
46 ROUNTREE STREET ,"UPPER RICCARTON, CHRISTCHURCH",8041,3,1,2.0,675.0,130.0,1950.0,650.0,2023-07-13,7.0,False,780000,1.1673151750972763,2023Q3
24B WELLINGTON STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,1,1.0,508.0,71.0,1960.0,425.0,2023-07-13,7.0,False,375000,4.433497536945813,2023Q3
90 TEESDALE STREET ,"BURNSIDE, CHRISTCHURCH",8053,3,1,2.0,698.0,110.0,1960.0,560.0,2023-07-13,7.0,False,720000,1.1673151750972763,2023Q3
19A WENTWORTH STREET ,"ILAM, CHRISTCHURCH",8041,4,1,1.0,447.0,110.0,1990.0,650.0,2023-07-13,7.0,False,660000,-2.2556390977443606,2023Q3
140 PALMERS ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,2.0,680.0,100.0,2015.0,630.0,2023-07-13,7.0,False,680000,-0.7874015748031495,2023Q3
72 BAKER STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,3.0,938.0,200.0,1950.0,500.0,2023-07-13,7.0,False,570000,-11.811023622047244,2023Q3
150 AVONHEAD ROAD ,"AVONHEAD, CHRISTCHURCH",8042,3,2,2.0,370.0,172.0,2000.0,595.0,2023-07-13,7.0,False,820000,-6.299212598425196,2023Q3
1/12 SHETLAND STREET ,"WOOLSTON, CHRISTCHURCH",8062,3,1,1.0,508.0,100.0,1975.0,420.0,2023-07-13,7.0,False,450000,-18.69918699186992,2023Q3
26 CURLETTS ROAD ,"SOCKBURN, CHRISTCHURCH",8042,5,2,2.0,647.0,150.0,1960.0,575.0,2023-07-13,7.0,False,950000,1.023890784982935,2023Q3
2 VERLAMIO LANE,"EDGEWARE, CHRISTCHURCH",8013,2,2,1.0,202.0,96.0,2019.0,550.0,2023-07-13,7.0,False,660000,4.761904761904762,2023Q3
57 SEARELLS ROAD ,"STROWAN, CHRISTCHURCH",8052,3,1,1.0,508.0,120.0,1940.0,650.0,2023-07-13,7.0,False,950000,-6.299212598425196,2023Q3
11 SELLECK STREET ,"MOUNT PLEASANT, CHRISTCHURCH",8081,4,2,3.0,604.0,270.0,1970.0,825.0,2023-07-13,7.0,False,940000,-2.2556390977443606,2023Q3
69 CENTENNIAL AVENUE ,"RICCARTON, CHRISTCHURCH",8041,3,1,1.0,508.0,90.0,1940.0,636.0,2023-07-13,7.0,False,610000,0.47393364928909953,2023Q3
5 KATHLEEN CRESCENT ,"HORNBY, CHRISTCHURCH",8042,3,1,2.0,610.0,110.0,1970.0,580.0,2023-07-13,7.0,False,620000,3.8367346938775513,2023Q3
128 MAIN SOUTH ROAD ,"SOCKBURN, CHRISTCHURCH",8042,4,2,2.0,812.0,160.0,1950.0,945.0,2023-07-13,7.0,False,640000,17.857142857142858,2023Q3
39B SEVERN STREET ,"ST ALBANS, CHRISTCHURCH",8014,4,2,2.0,491.0,220.0,1990.0,600.0,2023-07-13,30.0,False,1050000,17.857142857142858,2023Q3
1/24 TOWER STREET,"HORNBY, CHRISTCHURCH",8042,2,1,1.0,508.0,100.0,1990.0,520.0,2023-07-13,7.0,False,540000,-0.9523809523809524,2023Q3
17 DACRE STREET,"LINWOOD, CHRISTCHURCH",8062,2,1,1.0,658.0,90.0,1930.0,420.0,2023-07-13,7.0,False,460000,0.0,2023Q3
329 WAIMAIRI ROAD ,"ILAM, CHRISTCHURCH",8041,5,2,2.0,680.0,190.0,1960.0,575.0,2023-07-13,7.0,False,970000,-20.415224913494807,2023Q3
30 LARSENS ROAD ,"HALSWELL, CHRISTCHURCH",8025,3,1,2.0,809.0,121.0,1960.0,600.0,2023-07-13,7.0,False,680000,0.41841004184100417,2023Q3
2/367 SAWYERS ARMS ROAD,"HAREWOOD, CHRISTCHURCH",8051,2,1,1.0,508.0,110.0,1980.0,520.0,2023-07-13,7.0,False,500000,0.0,2023Q3
30A TYRONE STREET ,"BELFAST, CHRISTCHURCH",8051,3,1,2.0,533.0,143.0,2007.0,550.0,2023-07-13,7.0,False,650000,-2.928870292887029,2023Q3
2/271 MEMORIAL AVENUE ,"BURNSIDE, CHRISTCHURCH",8053,4,1,2.0,508.0,172.0,1990.0,900.0,2023-07-13,7.0,False,980000,28.57142857142857,2023Q3
202 BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,1,1.0,723.0,130.0,1940.0,800.0,2023-07-13,7.0,False,620000,0.41841004184100417,2023Q3
236A BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,1,2.0,402.0,148.0,2000.0,950.0,2023-07-13,7.0,False,720000,33.89121338912134,2023Q3
1 TRIST PLACE ,"EDGEWARE, CHRISTCHURCH",8013,3,1,2.0,254.0,165.0,2005.0,660.0,2023-07-14,7.0,False,680000,30.081300813008134,2023Q3
1/15 EDGEWARE ROAD,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,135.0,1970.0,550.0,2023-07-14,15.0,False,690000,0.0,2023Q3
23 RATA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1.0,911.0,180.0,1920.0,580.0,2023-07-14,22.0,False,1260000,10.460251046025103,2023Q3
45 WESTHOLME STREET ,"STROWAN, CHRISTCHURCH",8052,5,2,2.0,688.0,290.0,2000.0,700.0,2023-07-14,22.0,False,1540000,-19.014084507042252,2023Q3
2/47A MAIN ROAD ,"REDCLIFFS, CHRISTCHURCH",8081,3,1,1.0,508.0,110.0,1980.0,530.0,2023-07-14,7.0,False,590000,-2.928870292887029,2023Q3
4A MAIDSTONE ROAD,"ILAM, CHRISTCHURCH",8041,2,1,1.0,508.0,90.0,1960.0,550.0,2023-07-14,7.0,False,480000,4.761904761904762,2023Q3
72 WAI-ITI TERRACE ,"BRYNDWR, CHRISTCHURCH",8052,4,3,2.0,556.0,251.0,2006.0,575.0,2023-07-14,7.0,False,1540000,-14.285714285714285,2023Q3
525C MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,3,1.0,145.0,132.0,2010.0,680.0,2023-07-14,7.0,False,840000,-6.148867313915858,2023Q3
3/25 VAGUES ROAD,"NORTHCOTE, CHRISTCHURCH",8052,2,1,1.0,139.0,92.0,2023.0,560.0,2023-07-14,7.0,False,650000,4.761904761904762,2023Q3
95 HANSONS LANE ,"UPPER RICCARTON, CHRISTCHURCH",8041,5,2,2.0,658.0,154.0,1950.0,575.0,2023-07-14,7.0,False,760000,-9.803921568627452,2023Q3
3/13 HOBSON STREET,"WOOLSTON, CHRISTCHURCH",8023,2,1,1.0,508.0,80.0,2006.0,390.0,2023-07-14,2.0,False,435000,4.761904761904762,2023Q3
11A CENTENNIAL AVENUE ,"RICCARTON, CHRISTCHURCH",8041,4,1,1.0,394.0,114.0,2016.0,760.0,2023-07-14,2.0,False,670000,6.293706293706294,2023Q3
193 ILAM ROAD ,"ILAM, CHRISTCHURCH",8041,4,3,3.0,809.0,181.0,1960.0,915.0,2023-07-14,7.0,False,960000,6.293706293706294,2023Q3
32 SOMERSET CRESCENT ,"SPREYDON, CHRISTCHURCH",8024,5,1,1.0,327.0,120.0,1905.0,575.0,2023-07-15,7.0,False,610000,-9.803921568627452,2023Q3
51 TULETT PARK DRIVE ,"CASEBROOK, CHRISTCHURCH",8051,4,2,2.0,462.0,201.0,2023.0,820.0,2023-07-15,7.0,False,1070000,8.609271523178808,2023Q3
20 FARRINGTON AVENUE ,"BISHOPDALE, CHRISTCHURCH",8053,3,1,2.0,627.0,104.0,1965.0,540.0,2023-07-15,7.0,False,650000,-12.62135922330097,2023Q3
1/38 MAXWELL STREET,"RICCARTON, CHRISTCHURCH",8041,2,1,2.0,508.0,107.0,1990.0,440.0,2023-07-17,7.0,False,550000,-16.19047619047619,2023Q3
17 PAEROA STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,2.0,449.0,146.0,1940.0,825.0,2023-07-17,7.0,False,710000,-19.014084507042252,2023Q3
5 THOMAS CANE LANE ,"HILLMORTON, CHRISTCHURCH",8024,4,2,2.0,539.0,174.0,2000.0,650.0,2023-07-17,7.0,False,860000,13.88888888888889,2023Q3
3/32 ENGLAND STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,1,1.0,508.0,100.0,1990.0,400.0,2023-07-17,7.0,False,460000,-23.076923076923077,2023Q3
18A MCLELLAN PLACE ,"ILAM, CHRISTCHURCH",8041,4,3,2.0,489.0,264.0,2000.0,575.0,2023-07-17,7.0,False,960000,-7.801418439716312,2023Q3
4/29 HEYWOOD TERRACE,"RICHMOND, CHRISTCHURCH",8013,2,1,1.0,508.0,70.0,1965.0,350.0,2023-07-17,7.0,False,410000,-16.666666666666664,2023Q3
6 MALTHOUSE LANE ,"HEATHCOTE VALLEY, CHRISTCHURCH",8022,3,1,2.0,404.0,140.0,1990.0,500.0,2023-07-17,7.0,False,750000,-8.47457627118644,2023Q3
2/4 MAIDSTONE ROAD ,"ILAM, CHRISTCHURCH",8041,5,1,1.0,508.0,110.0,1960.0,925.0,2023-07-17,7.0,False,520000,16.19718309859155,2023Q3
16 WYCHWOOD CRESCENT ,"BISHOPDALE, CHRISTCHURCH",8053,3,1,2.0,645.0,152.0,1965.0,650.0,2023-07-17,7.0,False,740000,-8.47457627118644,2023Q3
2/141 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,5,1,2.0,508.0,98.0,2019.0,900.0,2023-07-17,7.0,False,590000,23.28767123287671,2023Q3
3/56 NAYLAND STREET,"SUMNER, CHRISTCHURCH",8081,2,1,2.0,508.0,120.0,1990.0,600.0,2023-07-17,80.0,False,880000,-23.076923076923077,2023Q3
10 DAVE JAMIESON LANE,"HILLMORTON, CHRISTCHURCH",8024,2,1,1.0,164.0,141.0,2019.0,530.0,2023-07-17,7.0,False,730000,1.9230769230769231,2023Q3
522 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8011,4,2,1.0,329.0,133.0,1910.0,270.0,2023-07-17,7.0,False,520000,-18.439716312056735,2023Q3
5/44 TORRENS ROAD,"HILLMORTON, CHRISTCHURCH",8024,2,1,1.0,508.0,71.0,1970.0,390.0,2023-07-17,7.0,False,360000,10.416666666666668,2023Q3
1/26 SHANDS ROAD,"HORNBY, CHRISTCHURCH",8042,2,1,2.0,508.0,110.0,1980.0,510.0,2023-07-17,7.0,False,475000,-0.9708737864077669,2023Q3
33A FLAY CRESCENT ,"BURNSIDE, CHRISTCHURCH",8053,4,1,1.0,454.0,141.0,2000.0,719.0,2023-07-17,7.0,False,740000,-22.2447599729547,2023Q3
26 WESTMONT STREET ,"ILAM, CHRISTCHURCH",8041,3,2,2.0,708.0,130.0,1975.0,575.0,2023-07-17,7.0,False,790000,-2.5423728813559325,2023Q3
56 GLOVERS ROAD ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,505.0,159.0,2023.0,750.0,2023-07-17,7.0,False,860000,-2.110279101429544,2023Q3
6/51 HILLS ROAD,"EDGEWARE, CHRISTCHURCH",8013,2,2,1.0,139.0,73.0,2022.0,520.0,2023-07-17,7.0,False,530000,-0.9708737864077669,2023Q3
67 GLENSTRAE ROAD ,"REDCLIFFS, CHRISTCHURCH",8081,4,2,2.0,597.0,260.0,1995.0,300.0,2023-07-17,70.0,False,1290000,5.040175310445581,2023Q3
2/27 WAIMAIRI ROAD ,"UPPER RICCARTON, CHRISTCHURCH",8041,3,1,2.0,508.0,150.0,1995.0,680.0,2023-07-17,7.0,False,590000,5.691056910569105,2023Q3
1/11 MAIDSTONE ROAD,"ILAM, CHRISTCHURCH",8041,2,1,1.0,508.0,104.0,1960.0,450.0,2023-07-17,15.0,False,540000,6.25,2023Q3
143 BUCHANANS ROAD,"HEI HEI, CHRISTCHURCH",8042,2,1,1.0,347.0,80.0,1950.0,450.0,2023-07-17,7.0,False,520000,0.0,2023Q3
2/26 GERALDINE STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,61.0,2016.0,500.0,2023-07-17,22.0,False,540000,0.0,2023Q3
5/423 MADRAS STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1.0,508.0,80.0,1995.0,510.0,2023-07-17,7.0,False,530000,5.263157894736842,2023Q3
480 HEREFORD STREET ,"LINWOOD, CHRISTCHURCH",8011,4,1,1.0,878.0,104.0,1940.0,600.0,2023-07-17,7.0,False,555000,-12.344777209642075,2023Q3
11 PHOENIX LANE ,"NORTHCOTE, CHRISTCHURCH",8052,3,1,2.0,611.0,170.0,1990.0,550.0,2023-07-17,7.0,False,630000,-6.504065040650407,2023Q3
1/18 POWELL CRESCENT ,"ILAM, CHRISTCHURCH",8041,3,1,1.0,508.0,120.0,1970.0,540.0,2023-07-17,40.0,False,630000,-4.761904761904762,2023Q3
52A HOUNSLOW STREET ,"ILAM, CHRISTCHURCH",8041,3,2,2.0,508.0,175.0,2005.0,575.0,2023-07-17,7.0,False,790000,-4.3478260869565215,2023Q3
9/461 MANCHESTER STREET,"ST ALBANS, CHRISTCHURCH",8014,2,2,1.0,142.0,119.0,2021.0,560.0,2023-07-17,7.0,False,750000,0.9900990099009901,2023Q3
2/6 PERRY STREET,"PAPANUI, CHRISTCHURCH",8053,2,1,1.0,508.0,170.0,1960.0,520.0,2023-07-17,8.0,False,590000,1.9607843137254901,2023Q3
4/5 STOKE STREET,"SUMNER, CHRISTCHURCH",8081,2,1,1.0,508.0,60.0,1970.0,480.0,2023-07-17,7.0,False,475000,1.9607843137254901,2023Q3
3/436 BARBADOES STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,90.0,1990.0,460.0,2023-07-17,20.0,False,490000,-4.9504950495049505,2023Q3
1/91 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1.0,508.0,110.0,1920.0,630.0,2023-07-17,15.0,False,460000,0.0,2023Q3
54 PEER STREET ,"UPPER RICCARTON, CHRISTCHURCH",8041,3,2,2.0,612.0,96.0,1965.0,575.0,2023-07-17,7.0,False,710000,0.0,2023Q3
31A PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1.0,186.0,144.0,2006.0,890.0,2023-07-17,7.0,False,700000,9.565217391304348,2023Q3
216 WAIMAIRI ROAD,"ILAM, CHRISTCHURCH",8041,2,1,1.0,508.0,110.0,1970.0,450.0,2023-07-17,7.0,False,560000,-6.122448979591836,2023Q3
38B AVONHEAD ROAD ,"AVONHEAD, CHRISTCHURCH",8042,3,2,2.0,508.0,160.0,1960.0,575.0,2023-07-17,7.0,False,800000,0.0,2023Q3
37 HENLEY GREEN ,"NORTHWOOD, CHRISTCHURCH",8051,3,1,2.0,432.0,169.0,2000.0,660.0,2023-07-17,11.0,False,780000,14.782608695652174,2023Q3
214 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,4,1,2.0,508.0,164.0,1930.0,695.0,2023-07-18,28.0,False,830000,-10.780669144981413,2023Q3
7 KINGSGATE PLACE ,"BURNSIDE, CHRISTCHURCH",8053,3,1,1.0,610.0,120.0,1960.0,580.0,2023-07-18,8.0,False,760000,0.4329004329004329,2023Q3
231 WAIMAIRI ROAD ,"ILAM, CHRISTCHURCH",8041,5,2,2.0,460.0,143.0,1955.0,960.0,2023-07-18,7.0,False,710000,26.71232876712329,2023Q3
41 GRESFORD STREET ,"EDGEWARE, CHRISTCHURCH",8013,4,1,1.0,409.0,187.0,2005.0,610.0,2023-07-18,7.0,False,540000,-9.293680297397769,2023Q3
30 BRONWYN STREET ,"MAIREHAU, CHRISTCHURCH",8052,3,1,1.0,615.0,110.0,1950.0,620.0,2023-07-18,7.0,False,650000,7.35930735930736,2023Q3
19 WADELEY ROAD ,"ILAM, CHRISTCHURCH",8041,5,3,2.0,682.0,260.0,1980.0,575.0,2023-07-18,7.0,False,1050000,25.0,2023Q3
3/18 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,4,2,2.0,508.0,152.0,2017.0,800.0,2023-07-18,22.0,False,860000,3.3457249070631967,2023Q3
2/37A HOLMWOOD ROAD ,"MERIVALE, CHRISTCHURCH",8014,3,1,2.0,508.0,160.0,1970.0,700.0,2023-07-18,7.0,False,990000,3.3333333333333335,2023Q3
318 HALSWELL JUNCTION ROAD ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,491.0,166.0,2022.0,730.0,2023-07-18,7.0,False,800000,8.550185873605948,2023Q3
123 HAREWOOD ROAD ,"PAPANUI, CHRISTCHURCH",8053,5,2,2.0,809.0,110.0,1950.0,440.0,2023-07-18,8.0,False,680000,-9.803921568627452,2023Q3
6 STRONE CLOSE ,"BROOMFIELD, CHRISTCHURCH",8042,3,1,1.0,350.0,138.0,2017.0,550.0,2023-07-18,12.0,False,700000,7.35930735930736,2023Q3
54 GLOVERS ROAD ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,505.0,156.0,2023.0,740.0,2023-07-18,7.0,False,860000,10.037174721189592,2023Q3
15 PERTH STREET ,"RICHMOND, CHRISTCHURCH",8013,3,1,2.0,508.0,80.0,1890.0,490.0,2023-07-18,7.0,False,500000,-4.761904761904762,2023Q3
140 TOTARA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2.0,604.0,131.0,1930.0,799.0,2023-07-18,7.0,False,980000,-8.333333333333332,2023Q3
109 SUVA STREET ,"UPPER RICCARTON, CHRISTCHURCH",8041,3,1,2.0,508.0,120.0,1950.0,845.0,2023-07-18,7.0,False,670000,27.839999999999996,2023Q3
198 GREERS ROAD ,"BRYNDWR, CHRISTCHURCH",8053,3,1,2.0,500.0,110.0,1950.0,550.0,2023-07-18,7.0,False,630000,33.166666666666664,2023Q3
2/4 MOLESWORTH PLACE,"SOMERFIELD, CHRISTCHURCH",8024,2,1,1.0,508.0,100.0,1965.0,500.0,2023-07-18,7.0,False,490000,-8.0,2023Q3
68 WINTERS ROAD,"REDWOOD, CHRISTCHURCH",8051,2,1,1.0,501.0,93.0,1950.0,570.0,2023-07-18,7.0,False,680000,0.0,2023Q3
357 CLYDE ROAD ,"BRYNDWR, CHRISTCHURCH",8053,5,2,1.0,536.0,142.0,1950.0,800.0,2023-07-18,7.0,False,680000,-9.803921568627452,2023Q3
107 WAIMAIRI ROAD ,"ILAM, CHRISTCHURCH",8041,6,6,1.0,621.0,164.0,2017.0,575.0,2023-07-18,7.0,False,1010000,29.577464788732392,2023Q3
101 MACKENZIE AVENUE ,"WOOLSTON, CHRISTCHURCH",8023,3,1,1.0,506.0,93.0,1920.0,430.0,2023-07-18,7.0,False,580000,-8.333333333333332,2023Q3
1/48 PURIRI STREET,"RICCARTON, CHRISTCHURCH",8041,2,1,1.0,508.0,60.0,1960.0,430.0,2023-07-18,7.0,False,480000,2.0408163265306123,2023Q3
8 DUNOON PLACE ,"WOOLSTON, CHRISTCHURCH",8062,3,1,2.0,566.0,99.0,2018.0,575.0,2023-07-18,22.0,False,590000,-4.761904761904762,2023Q3
23 CLYDESDALE STREET ,"WOOLSTON, CHRISTCHURCH",8062,3,1,2.0,592.0,93.0,1970.0,730.0,2023-07-18,7.0,False,540000,-4.166666666666666,2023Q3
2/111 WAIMAIRI ROAD ,"ILAM, CHRISTCHURCH",8041,4,2,1.0,508.0,187.0,1955.0,575.0,2023-07-18,7.0,False,840000,11.877394636015326,2023Q3
212A CONDELL AVENUE ,"PAPANUI, CHRISTCHURCH",8053,5,2,2.0,572.0,182.0,2000.0,950.0,2023-07-18,7.0,False,830000,6.666666666666667,2023Q3
8 WESTMONT STREET ,"ILAM, CHRISTCHURCH",8041,3,2,1.0,809.0,120.0,1965.0,575.0,2023-07-18,7.0,False,750000,-0.4329004329004329,2023Q3
27 HARE STREET ,"ILAM, CHRISTCHURCH",8041,3,1,3.0,812.0,130.0,1950.0,530.0,2023-07-19,16.0,False,660000,0.0,2023Q3
1 RAEKURA PLACE ,"REDCLIFFS, CHRISTCHURCH",8081,3,1,1.0,427.0,130.0,1970.0,500.0,2023-07-19,7.0,False,850000,-5.777777777777778,2023Q3
1/77 FAIRFIELD AVENUE ,"ADDINGTON, CHRISTCHURCH",8024,3,1,1.0,508.0,130.0,1990.0,560.0,2023-07-19,7.0,False,560000,-4.504504504504505,2023Q3
74 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2.0,168.0,130.0,1990.0,550.0,2023-07-19,17.0,False,550000,-0.9009009009009009,2023Q3
7 TORREY PINES ,"WAIMAIRI BEACH, CHRISTCHURCH",8083,4,2,2.0,600.0,231.0,2010.0,750.0,2023-07-19,7.0,False,1080000,4.667609618104668,2023Q3
4 ROBALAN CLOSE ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,377.0,169.0,2016.0,680.0,2023-07-19,7.0,False,790000,-3.818953323903819,2023Q3
6/10 BROWNING STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1.0,72.0,73.0,2023.0,499.0,2023-07-19,34.0,False,600000,-0.10010010010010009,2023Q3
