Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value,Z_Last Rental Price,Z_Bath,Z_Car,Z_Land Size (sqm),Z_Floor Size (sqm),Z_Year Built,Z_Days on Market,Z_Capital Value
24 WESTMINSTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,445.0,183.0,1925.0,1050.0,2024-03-19,22,False,1190000.0,590000.0,1.4838999999999998,0.0,0.0,-0.03017897091722595,0.51262,-0.8215064102564102,10117500000.0,1.3040333333333334
18/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,218.0,137.0,2016.0,1000.0,2024-11-26,7,False,820000.0,240000.0,1.2141,0.0,0.0,-0.7152416107382551,-0.72846,0.7523269230769231,0.0,-0.35973333333333335
51 FORFAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,237.0,189.0,2021.0,1000.0,2024-07-16,90,False,930000.0,325000.0,1.2141,0.0,0.0,-0.6579015659955257,0.6745,0.8388012820512821,55983499999.99999,0.1349
30 BROWNS ROAD ,"ST ALBANS, CHRISTCHURCH",8014,4.0,1,2.0,218.0,220.0,1920.0,995.0,2023-08-16,35,False,1800000.0,1430000.0,1.18712,-674500000.0,0.0,-0.7152416107382551,1.51088,-0.9079807692307693,18885999999.999996,4.047
73B SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,194.0,170.0,2000.0,990.0,2024-08-23,33,False,940000.0,300000.0,1.16014,0.0,0.0,-0.7876711409395973,0.16188,0.4756089743589743,17536999999.999996,0.17986666666666667
135 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,534.0,150.0,1925.0,975.0,2024-04-29,4,False,810000.0,660000.0,4.38425,0.0,0.0,3.806107142857143,0.9635714285714286,-2.529375,-2023499999.9999998,0.44966666666666666
82 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,4.0,3,4.0,712.0,240.0,2013.0,900.0,2024-05-21,7,False,1350000.0,1010000.0,0.6745,674500000.0,1349000000.0,0.7755995525727069,2.05048,0.7004423076923076,0.0,2.0235
108B RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,401.0,226.0,2005.0,895.0,2024-11-29,7,False,1070000.0,600000.0,0.64752,0.0,0.0,-0.16296644295302015,1.67276,0.5620833333333334,0.0,0.7644333333333333
9 SEVERN STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,850.0,270.0,2016.0,895.0,2024-11-26,7,False,1360000.0,510000.0,0.64752,0.0,0.0,1.192069351230425,2.85988,0.7523269230769231,0.0,2.0684666666666667
181 WESTMINSTER STREET ,"MAIREHAU, CHRISTCHURCH",8013,5.0,3,2.0,994.0,167.0,2000.0,875.0,2024-11-01,7,False,950000.0,620000.0,1.6005084745762712,1.349,-0.6745,0.8193079096045197,-0.9161958333333333,0.44966666666666666,0.0,0.07843023255813954
84 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,645.0,209.0,2012.0,875.0,2023-09-08,7,False,1400000.0,630000.0,0.5396,0.0,0.0,0.5734004474272931,1.2141,0.6831474358974359,0.0,2.2483333333333335
128A HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,352.0,214.0,2008.0,865.0,2023-09-12,7,False,1250000.0,580000.0,0.48563999999999996,0.0,0.0,-0.3108434004474273,1.349,0.6139679487179487,0.0,1.5738333333333334
998B COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,208.0,186.0,2008.0,850.0,2023-12-06,8,False,920000.0,400000.0,0.4047,0.0,0.0,-0.745420581655481,0.59356,0.6139679487179487,674500000.0,0.08993333333333334
998D COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,3.0,302.0,192.0,2008.0,850.0,2024-10-02,7,False,970000.0,530000.0,0.4047,0.0,674500000.0,-0.46173825503355703,0.75544,0.6139679487179487,0.0,0.31476666666666664
49 FORFAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,237.0,188.0,2021.0,850.0,2024-10-07,25,False,930000.0,325000.0,0.4047,0.0,0.0,-0.6579015659955257,0.64752,0.8388012820512821,12141000000.0,0.1349
26 ROOSEVELT AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,4.0,1,1.0,840.0,150.0,1935.0,850.0,2023-12-11,7,False,1090000.0,740000.0,0.4047,-674500000.0,-674500000.0,1.161890380313199,-0.37772,-0.6485576923076923,0.0,0.8543666666666667
112 WESTMINSTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,1,1.0,637.0,132.0,1910.0,850.0,2023-09-21,7,False,1190000.0,445000.0,0.4047,-674500000.0,-674500000.0,0.5492572706935123,-0.86336,-1.0809294871794872,0.0,1.3040333333333334
96 FLOCKTON STREET ,"MAIREHAU, CHRISTCHURCH",8013,4.0,2,1.0,657.0,158.0,1930.0,840.0,2024-12-09,25,True,820000.0,395000.0,0.35074,0.0,-674500000.0,0.6096152125279641,-0.16188,-0.7350320512820512,12141000000.0,-0.35973333333333335
544A MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,318.0,182.0,2016.0,840.0,2023-10-24,7,False,840000.0,420000.0,0.35074,0.0,0.0,-0.4134519015659955,0.48564,0.7523269230769231,0.0,-0.2698
213 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,650.0,155.0,1930.0,830.0,2024-03-29,7,False,860000.0,395000.0,0.29678,0.0,0.0,0.588489932885906,-0.24282,-0.7350320512820512,0.0,-0.17986666666666667
231 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,4.0,1,1.0,506.0,162.0,1935.0,820.0,2024-10-14,7,False,960000.0,560000.0,0.24281999999999998,-674500000.0,-674500000.0,0.15391275167785234,-0.05396,-0.6485576923076923,0.0,0.2698
87 EDWARD AVENUE ,"EDGEWARE, CHRISTCHURCH",8013,4.0,2,2.0,536.0,161.0,1915.0,800.0,2024-05-30,7,False,820000.0,550000.0,0.1349,0.0,0.0,0.24444966442953017,-0.08094,-0.9944551282051282,0.0,-0.35973333333333335
10 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,4.0,2,2.0,696.0,196.0,2000.0,800.0,2024-08-23,7,False,900000.0,540000.0,0.1349,0.0,0.0,0.7273131991051454,0.86336,0.4756089743589743,0.0,0.0
123 FRANCIS AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,4.0,2,2.0,690.0,160.0,1930.0,800.0,2023-10-06,7,False,900000.0,430000.0,0.1349,0.0,0.0,0.7092058165548099,-0.10792,-0.7350320512820512,0.0,0.0
2 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,546.0,190.0,1925.0,800.0,2024-11-29,7,False,990000.0,420000.0,0.1349,0.0,0.0,0.27462863534675613,0.70148,-0.8215064102564102,0.0,0.4047
84B SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,278.0,116.0,2015.0,800.0,2024-07-12,141,False,700000.0,375000.0,2.0235,0.0,0.0,0.7226785714285714,-0.6745,0.505875,90382999999.99998,-0.37472222222222223
208 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,5.0,1,1.0,218.0,151.0,1905.0,800.0,2023-12-06,8,False,750000.0,500000.0,1.2575423728813557,-1.349,-1.349,-2.137822033898305,-1.0960625,-3.8221666666666665,674500000.0,-0.5490116279069768
211A SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,379.0,148.0,2014.0,800.0,2024-02-12,7,False,860000.0,440000.0,2.0235,674500000.0,674500000.0,1.9391874999999998,0.8672142857142857,0.47214999999999996,0.0,0.8243888888888888
12 GOSSET STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,645.0,125.0,1925.0,795.0,2024-08-18,7,False,950000.0,670000.0,1.9560499999999998,0.0,674500000.0,5.1430625,-0.24089285714285716,-2.529375,0.0,1.498888888888889
142A HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,2.0,218.0,189.0,2013.0,795.0,2023-09-20,7,False,1200000.0,475000.0,1.9560499999999998,1349000000.0,674500000.0,0.0,2.842535714285714,0.43842499999999995,0.0,3.3725
1/91 WESTMINSTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,1.0,185.0,122.0,2023.0,795.0,2024-05-30,7,False,760000.0,245000.0,1.9560499999999998,1349000000.0,0.0,-0.39747321428571425,-0.3854285714285714,0.775675,0.0,0.07494444444444444
32A EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,4,1.0,218.0,129.0,2011.0,790.0,2024-01-15,7,False,750000.0,295000.0,0.08094,1349000000.0,-674500000.0,-0.7152416107382551,-0.9442999999999999,0.6658525641025641,0.0,-0.6745
36 GOSSET STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,625.0,122.0,1920.0,790.0,2024-07-19,7,False,930000.0,650000.0,1.8885999999999998,674500000.0,0.0,4.902169642857143,-0.3854285714285714,-2.698,0.0,1.349
138C HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,4.0,5,1.0,158.0,138.0,2015.0,790.0,2023-10-13,7,False,920000.0,390000.0,0.08094,2023499999.9999998,-674500000.0,-0.8963154362416108,-0.70148,0.7350320512820512,0.0,0.08993333333333334
138E HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,4.0,5,1.0,195.0,139.0,2015.0,790.0,2023-12-04,7,False,940000.0,410000.0,0.08094,2023499999.9999998,-674500000.0,-0.7846532438478747,-0.6745,0.7350320512820512,0.0,0.17986666666666667
490B MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,1.0,326.0,171.0,2005.0,790.0,2024-02-01,7,False,700000.0,430000.0,0.08094,0.0,-674500000.0,-0.38930872483221474,0.18886,0.5620833333333334,0.0,-0.8993333333333333
72A BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,208.0,138.0,2000.0,780.0,2024-04-19,36,False,730000.0,360000.0,0.02698,0.0,0.0,-0.745420581655481,-0.70148,0.4756089743589743,19560500000.0,-0.7644333333333333
16 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,5.0,2,3.0,657.0,309.0,2000.0,780.0,2024-10-14,7,False,1320000.0,730000.0,1.166084745762712,0.0,0.0,-0.46490960451977403,0.6801208333333333,0.44966666666666666,0.0,1.2391976744186046
541 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,248.0,185.0,2000.0,780.0,2024-04-02,53,False,880000.0,390000.0,0.02698,0.0,0.0,-0.6247046979865771,0.56658,0.4756089743589743,31027000000.0,-0.08993333333333334
17 ROOSEVELT AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,708.0,132.0,1920.0,775.0,2024-06-11,7,False,1170000.0,620000.0,1.68625,674500000.0,0.0,5.9018749999999995,0.09635714285714285,-2.698,0.0,3.147666666666667
209 WESTMINSTER STREET ,"MAIREHAU, CHRISTCHURCH",8013,4.0,2,1.0,756.0,164.0,1920.0,770.0,2023-12-18,22,False,880000.0,450000.0,-0.02698,0.0,-674500000.0,0.9083870246085011,0.0,-0.9079807692307693,10117500000.0,-0.08993333333333334
132 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,121.0,1950.0,765.0,2023-12-19,19,False,1100000.0,800000.0,1.55135,0.0,0.0,0.0,-0.43360714285714286,-1.68625,8093999999.999999,2.6230555555555557
493D MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,218.0,159.0,2008.0,760.0,2024-04-25,7,False,760000.0,350000.0,1.4838999999999998,674500000.0,674500000.0,0.0,1.3971785714285716,0.2698,0.0,0.07494444444444444
46A ROOSEVELT AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,447.0,185.0,1990.0,760.0,2023-09-01,12,False,960000.0,550000.0,1.4838999999999998,674500000.0,674500000.0,2.758223214285714,2.6498214285714283,-0.33725,3372500000.0,1.5738333333333334
3/296 INNES ROAD ,"MAIREHAU, CHRISTCHURCH",8052,2.0,1,1.0,218.0,85.0,2000.0,750.0,2024-07-09,7,False,510000.0,265000.0,4.336071428571429,0.0,0.0,0.0,0.3934583333333333,-0.4817857142857143,0.0,-0.8672142857142857
3/49 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,218.0,150.0,1990.0,750.0,2024-04-10,20,False,640000.0,280000.0,1.349,674500000.0,674500000.0,0.0,0.9635714285714286,-0.33725,8768499999.999998,-0.8243888888888888
1/90 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,1.0,129.0,136.0,2019.0,750.0,2024-07-24,7,False,770000.0,325000.0,1.349,1349000000.0,0.0,-1.0719732142857141,0.28907142857142853,0.640775,0.0,0.14988888888888888
4/113 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,4,1.0,186.0,123.0,2020.0,750.0,2024-01-15,7,False,770000.0,400000.0,1.349,2023499999.9999998,0.0,-0.3854285714285714,-0.33725,0.6745,0.0,0.14988888888888888
196 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,1,1.0,447.0,161.0,1930.0,750.0,2024-11-19,7,False,630000.0,390000.0,-0.1349,-674500000.0,-674500000.0,-0.02414317673378076,-0.08094,-0.7350320512820512,0.0,-1.2141
227A CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,428.0,173.0,2010.0,750.0,2024-08-06,6,False,960000.0,335000.0,1.349,674500000.0,674500000.0,2.5293750000000004,2.0716785714285715,0.33725,-674500000.0,1.5738333333333334
4/30 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,256.0,165.0,2007.0,750.0,2023-10-04,54,False,880000.0,430000.0,1.349,674500000.0,674500000.0,0.45769642857142856,1.6862499999999998,0.23607499999999998,31701499999.999996,0.9742777777777778
144A HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,207.0,157.0,2010.0,750.0,2024-02-15,7,False,990000.0,430000.0,1.349,674500000.0,674500000.0,-0.13249107142857144,1.3008214285714286,0.33725,0.0,1.7986666666666666
154 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,159.0,151.0,2012.0,750.0,2024-03-04,26,False,950000.0,390000.0,1.349,0.0,0.0,-0.7106339285714285,1.01175,0.40469999999999995,12815500000.0,1.498888888888889
1/28 LINDSAY STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,206.0,136.0,2023.0,750.0,2024-05-03,7,False,850000.0,300000.0,1.349,674500000.0,0.0,-0.14453571428571427,0.28907142857142853,0.775675,0.0,0.7494444444444445
3/505 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,299.0,150.0,2013.0,750.0,2024-09-23,7,False,870000.0,380000.0,1.349,674500000.0,674500000.0,0.9756160714285713,0.9635714285714286,0.43842499999999995,0.0,0.8993333333333333
106 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,739.0,120.0,1940.0,750.0,2024-07-05,7,False,780000.0,510000.0,1.349,674500000.0,674500000.0,6.275258928571428,-0.4817857142857143,-2.0235,0.0,0.22483333333333333
82A SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,311.0,142.0,2017.0,750.0,2024-03-28,7,False,890000.0,385000.0,1.349,674500000.0,674500000.0,1.1201517857142858,0.5781428571428571,0.573325,0.0,1.0492222222222223
2/136 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,144.0,127.0,2016.0,750.0,2024-12-12,22,True,760000.0,250000.0,1.349,0.0,674500000.0,-0.8913035714285714,-0.14453571428571427,0.5396,10117500000.0,0.07494444444444444
1/6 WINTON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,169.0,99.0,2024.0,750.0,2024-08-13,7,False,700000.0,270000.0,4.336071428571429,0.0,0.0,-33050499999.999996,1.180375,0.6745,0.0,0.9635714285714285
658B BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,1.0,418.0,130.0,2019.0,740.0,2023-10-25,7,False,800000.0,485000.0,1.2141,0.0,0.0,2.4089285714285715,0.0,0.640775,0.0,0.37472222222222223
142A BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,217.0,142.0,2017.0,730.0,2024-08-19,7,False,860000.0,370000.0,1.0792,674500000.0,674500000.0,-0.012044642857142856,0.5781428571428571,0.573325,0.0,0.8243888888888888
54 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,249.0,141.0,2017.0,730.0,2024-08-17,12,False,1000000.0,390000.0,1.0792,674500000.0,0.0,0.3733839285714286,0.5299642857142858,0.573325,3372500000.0,1.8736111111111111
2/128 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,4,1.0,198.0,150.0,2022.0,720.0,2023-12-05,8,False,850000.0,295000.0,0.9442999999999999,2023499999.9999998,0.0,-0.24089285714285716,0.9635714285714286,0.74195,674500000.0,0.7494444444444445
4/128 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,4,1.0,162.0,149.0,2022.0,720.0,2024-07-15,7,False,850000.0,295000.0,0.9442999999999999,2023499999.9999998,0.0,-0.6745,0.9153928571428571,0.74195,0.0,0.7494444444444445
101 CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,165.0,118.0,2021.0,720.0,2024-08-24,7,False,760000.0,325000.0,0.9442999999999999,674500000.0,0.0,-0.6383660714285714,-0.5781428571428571,0.708225,0.0,0.07494444444444444
1/30 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,224.0,165.0,2007.0,720.0,2024-12-20,14,True,880000.0,430000.0,0.9442999999999999,674500000.0,674500000.0,0.07226785714285713,1.6862499999999998,0.23607499999999998,4721499999.999999,0.9742777777777778
2/30 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,257.0,165.0,2007.0,720.0,2024-01-04,7,False,880000.0,430000.0,0.9442999999999999,674500000.0,674500000.0,0.4697410714285714,1.6862499999999998,0.23607499999999998,0.0,0.9742777777777778
45 CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,5.0,139.0,153.0,2021.0,710.0,2024-02-27,35,False,950000.0,305000.0,0.8094,1349000000.0,2698000000.0,-0.9515267857142857,1.108107142857143,0.708225,18885999999.999996,1.498888888888889
17 KINLOCH STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,1.0,134.0,134.0,2023.0,710.0,2024-02-13,15,False,870000.0,330000.0,0.8094,1349000000.0,0.0,-1.01175,0.1927142857142857,0.775675,5396000000.0,0.8993333333333333
54 SEVERN STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,749.0,143.0,1930.0,710.0,2024-12-13,21,True,1090000.0,470000.0,0.8094,0.0,674500000.0,6.395705357142857,0.6263214285714286,-2.36075,9442999999.999998,2.548111111111111
30D RUTLAND STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,188.0,108.0,2023.0,705.0,2024-12-12,22,True,740000.0,330000.0,3.468857142857143,674500000.0,0.0,-20235000000.0,1.68625,0.6263214285714286,10117500000.0,1.349
202C EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,3.0,3,1.0,181.0,120.0,2024.0,700.0,2024-06-10,21,False,730000.0,250000.0,0.6745,1349000000.0,0.0,-0.4456517857142857,-0.4817857142857143,0.8093999999999999,9442999999.999998,-0.14988888888888888
206A EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,3.0,2,1.0,173.0,126.0,2024.0,700.0,2024-04-22,22,False,770000.0,250000.0,0.6745,674500000.0,0.0,-0.5420089285714286,-0.1927142857142857,0.8093999999999999,10117500000.0,0.14988888888888888
24 AYLESFORD STREET ,"MAIREHAU, CHRISTCHURCH",8013,3.0,1,2.0,589.0,111.0,1930.0,700.0,2023-10-17,7,False,620000.0,380000.0,0.6745,0.0,674500000.0,4.4685625,-0.9153928571428571,-2.36075,0.0,-0.9742777777777778
43 FRANCIS AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,5.0,2,2.0,931.0,237.0,1910.0,700.0,2024-02-12,7,False,620000.0,560000.0,0.8002542372881356,0.0,-0.6745,0.5792316384180791,-0.12927916666666667,-3.5973333333333333,0.0,-0.9568488372093024
115 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,3.0,660.0,141.0,1910.0,700.0,2024-03-05,7,False,1020000.0,810000.0,0.6745,0.0,1349000000.0,5.323732142857144,0.5299642857142858,-3.03525,0.0,2.0235
81 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,311.0,90.0,1910.0,700.0,2024-04-17,37,False,660000.0,510000.0,0.6745,0.0,0.0,1.1201517857142858,-1.9271428571428573,-3.03525,20235000000.0,-0.6745
105 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,126.0,130.0,2012.0,700.0,2023-10-20,7,False,840000.0,340000.0,0.6745,0.0,0.0,-1.108107142857143,0.0,0.40469999999999995,0.0,0.6745
972C COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,186.0,148.0,2006.0,700.0,2024-08-24,7,False,710000.0,360000.0,0.6745,674500000.0,0.0,-0.3854285714285714,0.8672142857142857,0.20234999999999997,0.0,-0.29977777777777775
50 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,218.0,150.0,1995.0,700.0,2024-01-24,7,False,750000.0,395000.0,0.6745,674500000.0,674500000.0,0.0,0.9635714285714286,-0.168625,0.0,0.0
3/9 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,128.0,142.0,2020.0,700.0,2024-11-16,57,False,930000.0,320000.0,0.6745,674500000.0,0.0,-1.0840178571428571,0.5781428571428571,0.6745,33725000000.0,1.349
4/108 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,12.0,135.0,124.0,2022.0,700.0,2024-12-30,4,True,840000.0,285000.0,0.6745,674500000.0,7419500000.0,-0.9997053571428571,-0.28907142857142853,0.74195,-2023499999.9999998,0.6745
4/17 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,218.0,170.0,1990.0,700.0,2023-10-21,7,False,780000.0,325000.0,0.6745,674500000.0,674500000.0,0.0,1.9271428571428573,-0.33725,0.0,0.22483333333333333
87 FORFAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,363.0,129.0,2015.0,700.0,2024-10-24,7,False,800000.0,275000.0,0.6745,0.0,674500000.0,1.7464732142857142,-0.048178571428571425,0.505875,0.0,0.37472222222222223
2 KINLEYS LANE ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,218.0,150.0,1990.0,700.0,2024-08-13,7,False,910000.0,415000.0,0.6745,674500000.0,674500000.0,0.0,0.9635714285714286,-0.33725,0.0,1.199111111111111
3/555 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,146.0,135.0,2020.0,700.0,2024-01-20,16,False,840000.0,360000.0,0.6745,674500000.0,0.0,-0.8672142857142857,0.24089285714285716,0.6745,6070500000.0,0.6745
5/561 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,142.0,116.0,2023.0,700.0,2024-12-04,30,False,840000.0,370000.0,0.6745,674500000.0,0.0,-0.9153928571428571,-0.6745,0.775675,15513500000.0,0.6745
12 ROOSEVELT AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,658.0,140.0,1920.0,700.0,2023-09-01,7,False,990000.0,650000.0,0.6745,0.0,0.0,5.299642857142857,0.4817857142857143,-2.698,0.0,1.7986666666666666
1/86 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,218.0,160.0,1990.0,700.0,2023-09-08,7,False,810000.0,360000.0,0.6745,674500000.0,674500000.0,0.0,1.4453571428571428,-0.33725,0.0,0.44966666666666666
139 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,473.0,80.0,1880.0,700.0,2024-08-08,23,False,770000.0,550000.0,0.6745,0.0,0.0,3.0713839285714286,-2.4089285714285715,-4.047,10792000000.0,0.14988888888888888
109 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,402.0,112.0,1930.0,700.0,2024-02-26,7,False,790000.0,430000.0,0.6745,0.0,674500000.0,2.216214285714286,-0.8672142857142857,-2.36075,0.0,0.29977777777777775
118 MALVERN STREET ,"MAIREHAU, CHRISTCHURCH",8013,4.0,2,1.0,607.0,160.0,1930.0,699.0,2024-08-13,7,False,1120000.0,430000.0,-0.410096,0.0,-674500000.0,0.45872035794183447,-0.10792,-0.7350320512820512,0.0,0.9892666666666666
10/143 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,13.0,123.0,129.0,2022.0,695.0,2024-08-14,7,False,775000.0,200000.0,0.60705,1349000000.0,8093999999.999999,-1.1442410714285713,-0.048178571428571425,0.74195,0.0,0.18736111111111112
214 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,1,2.0,218.0,164.0,1930.0,695.0,2023-07-18,28,False,830000.0,325000.0,-0.43168,-674500000.0,0.0,-0.7152416107382551,0.0,-0.7350320512820512,14164500000.0,-0.31476666666666664
62A PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,225.0,146.0,2000.0,695.0,2023-11-22,22,False,670000.0,315000.0,0.60705,0.0,674500000.0,0.0843125,0.7708571428571428,0.0,10117500000.0,-0.5995555555555555
99E WARRINGTON STREET ,CHRISTCHURCH,-,3.0,3,1.0,283.0,147.0,2022.0,690.0,2023-11-16,21,False,810000.0,295000.0,0.5396,1349000000.0,0.0,0.7829017857142857,0.8190357142857143,0.74195,9442999999.999998,0.44966666666666666
11 WOODVILLE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,2.0,218.0,120.0,1910.0,690.0,2023-09-22,4,False,1090000.0,960000.0,0.5396,0.0,674500000.0,0.0,-0.4817857142857143,-3.03525,-2023499999.9999998,2.548111111111111
4/66 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,3,2.0,299.0,160.0,2015.0,690.0,2024-11-10,2,False,840000.0,400000.0,0.5396,1349000000.0,674500000.0,0.9756160714285713,1.4453571428571428,0.505875,-3372500000.0,0.6745
5 KINLEYS LANE ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,410.0,201.0,1990.0,690.0,2023-12-05,7,False,1100000.0,640000.0,0.5396,0.0,674500000.0,2.3125714285714283,3.4206785714285712,-0.33725,0.0,2.6230555555555557
